stock_code,description,revenue,units_sold,orders,customers_with_id,sales_rows,revenue_share_pct,average_unit_price
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,375.93,323,65,21,66,0.0035324759056135826,1.1638699690402476
84559A,3D SHEET OF DOG STICKERS,375.60999999999996,397,94,34,94,0.003529468983341361,0.9461209068010075
21635,MADRAS NOTEBOOK LARGE,374.96000000000004,271,16,15,16,0.003523361172475911,1.3836162361623618
21284,RETROSPOT CANDLE  SMALL,374.49,403,42,24,42,0.003518944755388585,0.9292555831265509
84663A,GRASS HOPPER WOODEN WALL CLOCK,374.12,272,34,21,34,0.0035154680015113287,1.3754411764705883
21945,STRAWBERRIES  DESIGN FLANNEL,373.34,358,105,27,106,0.0035081386284727878,1.042849162011173
84915,HAND TOWEL PINK FLOWER AND DAISY,372.33,217,23,8,23,0.003498648030051087,1.7158064516129032
21689,SILVER VANILLA  FLOWER CANDLE POT,369.87,95,26,22,26,0.0034755323150833825,3.8933684210526316
84563A,PINK & WHITE BREAKFAST TRAY,369.84000000000003,96,35,11,35,0.0034752504161203617,3.8525000000000005
20782,CAMOUFLAGE EAR MUFF HEADPHONES,368.08,53,27,12,27,0.0034587123436231417,6.9449056603773585
23575,SNACK TRAY PAISLEY PARK,367.34999999999997,179,32,22,34,0.003451852802189635,2.0522346368715083
16011,ANIMAL STICKERS,367.29,1749,46,38,46,0.0034512890042635944,0.21000000000000002
22532,MAGIC DRAWING SLATE LEAP FROG,366.75,1072,73,54,75,0.00344621482292922,0.34211753731343286
22769,CHALKBOARD KITCHEN ORGANISER,366.73,11,8,3,8,0.003446026890287206,33.33909090909091
21320,GLASS CHALICE GREEN  LARGE,364.22,197,19,10,20,0.003422441343714466,1.848832487309645
22265,EASTER DECORATION NATURAL CHICK,363.55,536,64,42,70,0.0034161456002070015,0.6782649253731343
21286,RETROSPOT CANDLE  LARGE,362.12,273,30,17,30,0.0034027084163030107,1.3264468864468864
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,361.81,688,41,7,41,0.003399795460351795,0.5258866279069767
21348,PINK SPOTS CHOCOLATE NESTING BOXES,361.55999999999995,140,6,5,6,0.0033974463023266218,2.5825714285714283
21000,ROSE DU SUD COSMETICS BAG,360.84,96,52,16,52,0.0033906807272141228,3.7587499999999996
16008,SMALL FOLDING SCISSOR(POINTED EDGE),360.71,2892,70,54,70,0.003389459165041033,0.1247268326417704
85049e,SCANDINAVIAN REDS RIBBONS,360.71,109,42,0,42,0.003389459165041033,3.3092660550458715
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,5,5,5,0.003379968566619333,59.95000000000001
21060,PARTY INVITES BALLOON GIRL,359.28999999999996,405,71,47,71,0.0033761159474580485,0.8871358024691357
23579,SNACK TRAY I LOVE LONDON,358.75,169,35,22,35,0.0033710417661236745,2.1227810650887573
20856,DENIM PATCH PURSE PINK BUTTERFLY,357.28999999999996,216,61,26,61,0.0033573226832566616,1.6541203703703702
82095,HEART BUTTONS JEWELLERY BOX,356.11,68,30,4,30,0.0033462346573778444,5.236911764705883
85169D,PINK LOVE BIRD CANDLE,356.08,351,50,20,50,0.0033459527584148237,1.0144729344729344
85169B,BLACK LOVE BIRD CANDLE,356.06,329,62,17,62,0.0033457648257728097,1.0822492401215806
84569A,PACK 3 IRON ON DOG PATCHES,355.84,294,65,26,65,0.003343697566710657,1.2103401360544217
21724,PANDA AND BUNNIES STICKER SHEET,355.83,408,81,43,81,0.00334360360038965,0.8721323529411764
90209B,GREEN ENAMEL+GLASS HAIR COMB,355.64,184,54,7,55,0.0033418182402905183,1.9328260869565217
22100,SKULLS SQUARE TISSUE BOX,354.82,755,59,34,59,0.00333411300196795,0.46996026490066223
35095B,RED VICTORIAN FABRIC OVAL BOX,352.25,862,98,36,98,0.0033099636574691685,0.40864269141531323
23420,PANTRY HOOK TEA STRAINER,351.37,164,32,26,32,0.003301694621220559,2.1425
35954,SMALL FOLKART STAR CHRISTMAS DEC,350.48,1245,54,30,55,0.003293331618650942,0.28151004016064257
21555,CERAMIC STRAWBERRY TRINKET TRAY,350.46999999999997,137,69,11,69,0.0032932376523299345,2.558175182481752
79030D,"TUMBLER, BAROQUE",350.22999999999996,581,47,26,47,0.003290982460625768,0.6028055077452668
21664,RIDGED GLASS STORAGE JAR CREAM LID,350.22,98,18,15,19,0.0032908884943047617,3.573673469387755
21723,ALPHABET HEARTS STICKER SHEET,350.08,397,59,29,59,0.0032895729658106642,0.8818136020151133
37482P,CUBIC MUG PINK POLKADOT,349.35,494,47,30,48,0.0032827134243771585,0.7071862348178138
23421,PANTRY HOOK SPATULA,349.2,160,33,24,33,0.0032813039295620542,2.1825
21263,GREEN GOOSE FEATHER TREE 60CM,349.17,167,42,32,43,0.0032810220305990343,2.0908383233532937
22529,MAGIC DRAWING SLATE GO TO THE FAIR,349.03,851,70,52,70,0.003279706502104937,0.41014101057579316
84924A,WAKE UP COCKEREL CALENDAR SIGN,348.59000000000003,81,33,21,33,0.003275571983980632,4.30358024691358
21421,PORCELAIN ROSE LARGE,348.43000000000006,299,14,11,14,0.0032740685228445214,1.1653177257525085
21222,SET/4 BADGES BEETLES,348.19,265,73,26,74,0.0032718133311403544,1.3139245283018868
21001,ROSE DU SUD WASHBAG,348.19,73,50,12,50,0.0032718133311403544,4.76972602739726
20652,BLUE POLKADOT LUGGAGE TAG,346.86,265,78,26,78,0.0032593158104464327,1.3089056603773586
84563B,BLUE & WHITE BREAKFAST TRAY,346.3,94,38,18,38,0.003254053696470044,3.6840425531914893
20700,GREEN CAT FLORAL CUSHION COVER,345.17,73,54,4,54,0.0032434355021962614,4.728356164383562
47591B,SCOTTIES CHILDRENS APRON,344.78999999999996,209,56,9,56,0.0032398647819979975,1.6497129186602868
84849A,HELLO SAILOR BLUE SOAP HOLDER,344.34000000000003,180,53,25,53,0.003235636297552686,1.9130000000000003
22104,MIRROR MOSAIC CANDLE PLATE,343.71,288,59,9,59,0.0032297164193292485,1.1934375
90149,SILVER FLOWR PINK SHELL NECKLACE,342.76000000000005,53,4,2,4,0.0032207896188335907,6.467169811320756
85129D,BEADED CRYSTAL HEART PINK SMALL,342.74,207,65,16,65,0.003220601686191577,1.6557487922705314
47559b,TEA TIME OVEN GLOVE,342.65,103,28,0,28,0.003219755989302514,3.3266990291262135
84766,SILVER ROCOCO CANDLE STICK,340.7,146,14,11,14,0.0032014325567061627,2.3335616438356164
84631,FRUIT TREE AND BIRDS WALL PLAQUE,340.58,40,24,7,24,0.003200304960854079,8.5145
21221,SET/4 BADGES CUTE CREATURES,340.22,261,54,24,54,0.0031969221732978306,1.3035249042145596
23015,CORDIAL GLASS JUG,338.38,40,18,15,19,0.003179632370232554,8.4595
22547,MINI JIGSAW DINOSAUR,338.23,809,101,41,102,0.0031782228754174504,0.4180840543881335
21167,WHITE SAGE INCENSE,337.14,1432,67,20,67,0.0031679805464276947,0.23543296089385474
72122,COFFEE SCENT PILLAR CANDLE,335.78999999999996,324,61,38,62,0.0031552950930917585,1.0363888888888888
71270,PHOTO CLIP LINE,334.98,236,49,16,50,0.0031476838210901976,1.419406779661017
23047,PAPER LANTERN 5 POINT SEQUIN STAR,333.5,58,25,25,26,0.0031337768055811717,5.75
85230B,CINNAMON SCENTED VOTIVE CANDLE,333.2,1288,39,30,39,0.0031309578159509637,0.25869565217391305
22259,FELT FARM ANIMAL HEN,332.84,481,44,16,45,0.003127575028394714,0.6919750519750519
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,332.14,186,29,10,29,0.003120997385924229,1.7856989247311827
84638,SMALL KITCHEN FLOWER POTS PLAQUE,331.5,50,37,11,37,0.0031149835413797856,6.63
21248,DOOR HANGER  MUM + DADS ROOM,330.71999999999997,205,66,45,66,0.0031076541683412446,1.6132682926829267
85213,MINI  ZINC GARDEN DECORATIONS,330.54999999999995,829,33,23,33,0.0031060567408841265,0.3987334137515078
90200A,PURPLE SWEETHEART BRACELET,328.44,78,50,14,50,0.003086229847151664,4.21076923076923
84926E,FLOWERS TILE COASTER,327.79999999999995,968,39,32,39,0.00308021600260722,0.33863636363636357
16259,PIECE OF CAMO STATIONERY SET,326.56,3380,31,28,31,0.003068564178802361,0.09661538461538462
84708B,PINK JEWELLED PHOTO FRAME,326.35,62,19,13,19,0.0030665908860612154,5.263709677419355
85204,HANGING WOOD AND FELT FLOWER,325.35999999999996,2050,104,40,105,0.0030572882202815287,0.1587121951219512
23037,CANDLE HOLDER SILVER MADELINE,325.15999999999997,196,20,17,20,0.0030554088938613906,1.6589795918367345
23478,WOODLAND LARGE PINK FELT HEART,324.40000000000003,285,13,9,13,0.0030482674534648645,1.1382456140350878
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,324.01,32,23,10,23,0.0030446027669455934,10.1253125
85205B,PINK FELT EASTER RABBIT GARLAND,323.15,122,29,22,30,0.0030365216633389974,2.6487704918032784
22135,LADLE LOVE HEART PINK,322.38,567,179,22,179,0.0030292862566214636,0.5685714285714286
84509c,SET OF 4 POLKADOT PLACEMATS,322.22,43,27,0,27,0.003027782795485353,7.493488372093024
21403,BLUE EGG  SPOON,322.18,1857,106,58,106,0.003027406930201325,0.1734948842218632
16238,PARTY TIME PENCIL ERASERS,321.67,1396,134,61,134,0.003022614647829972,0.23042263610315186
22092,BLUE PAISLEY TISSUE BOX,321.40000000000003,670,91,75,91,0.0030200775571627846,0.4797014925373135
21425,SKULLS STORAGE BOX LARGE,320.49,87,30,12,30,0.0030115266219511534,3.683793103448276
16236,KITTY PENCIL ERASERS,320.09,1438,136,59,136,0.0030077679691108763,0.22259388038942973
21371,MIRRORED WALL ART POPPIES,319.71,287,38,27,38,0.003004197248912613,1.11397212543554
20936,FORKED CACTUS CANDLE,319.66,100,34,21,34,0.0030037274173075786,3.1966
22202,MILK PAN PINK POLKADOT,319.35,64,37,16,37,0.0030008144613563634,4.98984375
90161D,ANT COPPER PINK BOUDICCA BRACELET,318.89000000000004,64,34,6,34,0.002996492010590045,4.982656250000001
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,317.83,691,83,36,83,0.0029865315805633094,0.4599565846599131
84884a,ANT WHITE WIRE HEART SPIRAL,317.71999999999997,38,26,0,26,0.002985497951032233,8.361052631578946
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,317.44,133,51,20,51,0.002982866894044039,2.386766917293233
46118,FUNKY MONKEY CUSHION COVER,317.16999999999996,232,46,12,46,0.002980329803376852,1.367112068965517
22765,NEWSPAPER STAND,316.95000000000005,27,5,3,5,0.0029782625443147003,11.73888888888889
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,316.75,215,39,13,39,0.0029763832178945613,1.4732558139534884
35915C,PEACH KNITTED HEN,316.46,315,60,8,60,0.0029736581945853597,1.0046349206349205
84876B,GREEN HEART COMPACT MIRROR,315.81,218,33,17,34,0.00296755038371991,1.4486697247706422
21026,SPACE OWL,315.75,255,68,20,68,0.002966986585793868,1.238235294117647
90198A,VINTAGE ROSE BEAD BRACELET RASPBERR,315.73,75,44,8,44,0.0029667986531518543,4.209733333333333
47594B,SCOTTIES DESIGN WASHBAG,314.54999999999995,170,56,26,56,0.002955710627273036,1.8502941176470586
84584,PINK GINGHAM CAT WITH SCARF,314.51,144,30,18,30,0.0029553347619890083,2.1840972222222224
17084N,FAIRY DREAMS INCENSE,313.31,1264,101,25,101,0.002944058803468177,0.24787183544303798
23695,DOILY THANK YOU CARD,313.24,741,57,41,57,0.002943401039221128,0.42272604588394064
85202,HANGING WOOD AND FELT HEART,313.13,672,106,34,112,0.002942367409690052,0.4659672619047619
85014b,RED RETROSPOT UMBRELLA,313.06,25,23,0,23,0.0029417096454430035,12.5224
21942,SKULLS DESIGN FLANNEL,313.01,287,103,14,103,0.0029412398138379684,1.0906271777003484
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM,312.77,41,27,9,28,0.002938984622133802,7.628536585365853
84358,FLOOR LAMP SHADE WOOD BASE,312.7,33,13,6,13,0.0029383268578867536,9.475757575757575
20780,BLACK EAR MUFF HEADPHONES,312.7,47,28,13,29,0.0029383268578867536,6.653191489361702
21841,BABY MOUSE RED GINGHAM DRESS,310.25,73,21,19,22,0.0029153051092400558,4.25
21944,KITTENS DESIGN FLANNEL,310.19,337,100,24,101,0.002914741311314014,0.9204451038575667
47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,309.29999999999995,582,27,12,27,0.0029063783087443966,0.531443298969072
21442,GREEN BIRDHOUSE DECORATION,307.94,437,59,31,59,0.0028935988890874545,0.7046681922196796
21719,LOVELY BONBON STICKER SHEET,307.44,345,58,29,59,0.0028889005730371076,0.8911304347826087
23495,SET OF 3 PANTRY WOODEN SPOONS,306.66,225,41,21,41,0.0028815711999985675,1.3629333333333336
22124,SET OF 2 TEA TOWELS PING MICROWAVE,306.16,149,76,14,76,0.002876872883948221,2.054765100671141
22040,BOTANICAL ROSE GIFT WRAP,304.5,725,28,27,28,0.0028612744746610696,0.42
22043,CHRISTMAS CARD SCREEN PRINT,304.5,1238,64,40,64,0.0028612744746610696,0.24596122778675283
22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,303.72999999999996,139,37,23,37,0.002854039067943536,2.1851079136690643
20622,VIPPASSPORT COVER,303.7,185,51,24,51,0.0028537571689805155,1.6416216216216215
23430,BLUE RETRO KITCHEN WALL CLOCK,301.88,36,18,16,18,0.0028366552985572536,8.385555555555555
35912B,WHITE/PINK CHICK DECORATION,301.26,252,20,15,20,0.002830829386654824,1.1954761904761904
84661B,BLACK SQUARE TABLE CLOCK,300.24,115,29,10,29,0.002821244821912117,2.610782608695652
22409,MONEY BOX BISCUITS DESIGN,299.72,228,57,36,57,0.002816358573219757,1.314561403508772
21761,WOOD AND GLASS MEDICINE CABINET,299.5,10,10,10,10,0.002814291314157604,29.95
23440,PAINT YOUR OWN EGGS IN CRATE,299.36,164,5,5,5,0.002812975785663507,1.8253658536585367
20897,VINTAGE NOTEBOOK PARIS DAYS,298.27,107,24,8,24,0.0028027334566737513,2.7875700934579437
90184B,AMETHYST CHUNKY BEAD BRACELET W STR,297.94,33,21,11,21,0.0027996325680805225,9.02848484848485
84596J,MIXED NUTS LIGHT GREEN BOWL,296.45,568,68,21,68,0.0027856315862504898,0.521919014084507
20655,QUEEN OF SKIES LUGGAGE TAG,292.29,197,99,20,99,0.0027465415967116063,1.4837055837563453
35911A,MULTICOLOUR RABBIT EGG WARMER,292.07,319,70,23,70,0.0027444743376494538,0.9155799373040752
21441,BLUE BIRDHOUSE DECORATION,292.03,421,62,34,62,0.002744098472365426,0.6936579572446555
23567,EGG CUP HENRIETTA HEN PINK,291.58,211,37,15,38,0.002739869987920114,1.3818957345971563
22049,WRAP CHRISTMAS SCREEN PRINT,291.5,1050,33,26,33,0.002739118257352059,0.2776190476190476
23410,CURIO CABINET LINEN AND LACE,290.1,36,18,16,18,0.0027259629724110885,8.058333333333334
16015,MEDIUM CHINESE STYLE SCISSOR,289.98,662,24,19,24,0.002724835376559005,0.43803625377643507
85024B,EAU DE NILE JEWELLED PHOTOFRAME,289.65,193,12,12,12,0.0027217344879657763,1.5007772020725387
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,289.54999999999995,823,41,32,42,0.0027207948247557068,0.3518226002430133
21503,TOYBOX  WRAP,288.92,726,23,22,23,0.0027148749465322705,0.3979614325068871
46776E,WOVEN CANDY CUSHION COVER,288.43,67,38,5,38,0.0027102705968029307,4.304925373134329
79190B,RETRO PLASTIC POLKA TRAY,288.36,707,57,24,57,0.0027096128325558824,0.4078642149929279
20618,QUEEN OF THE SKIES PASSPORT COVER,286.39,148,76,20,76,0.0026911014673175163,1.9350675675675675
72800B,4 PURPLE FLOCK DINNER CANDLES,285.7,142,38,31,39,0.0026846177911680385,2.0119718309859156
21386,IVORY HANGING DECORATION  EGG,285.64,709,51,42,55,0.0026840539932419965,0.40287729196050776
37413,ICON MUG REVOLUTIONARY,284.49,703,81,52,83,0.0026732478663261997,0.40467994310099575
71403,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",283.96000000000004,76,33,12,33,0.002668267651312833,3.7363157894736845
18094C,WHITE AND BLUE CERAMIC OIL BURNER,283.93,192,42,13,42,0.0026679857523498117,1.4788020833333333
21666,RIDGED GLASS T-LIGHT HOLDER,283.51,412,43,21,43,0.0026640391668675202,0.6881310679611651
16218,CARTOON  PENCIL SHARPENERS,283.31,3821,64,43,64,0.0026621598404473817,0.07414551164616592
20794,BLUE  TILE HOOK,282.78999999999996,99,27,15,28,0.0026572735917550208,2.856464646464646
20777,CHRYSANTHEMUM NOTEBOOK,282.48999999999995,169,80,32,80,0.002654454602124813,1.6715384615384612
84341B,SMALL PINK MAGIC CHRISTMAS TREE,282.38,645,40,30,41,0.002653420972593737,0.4377984496124031
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,282.15,26,21,0,21,0.0026512597472105773,10.851923076923075
23481,PEARLISED IVORY HEART SMALL,281.17,228,29,23,32,0.0026420510477518982,1.233201754385965
22257,FELT FARM ANIMAL SHEEP,280.42,373,42,16,44,0.0026350035736763784,0.7517962466487936
71101E,STANDING FAIRY POLE SUPPORT,278.5,346,22,17,22,0.0026169620400430475,0.8049132947976878
85188A,GREEN METAL SWINGING BUNNY,278.16999999999996,319,42,29,42,0.0026138611514498183,0.8720062695924764
21725,SWEETIES  STICKERS,277.24,301,50,26,50,0.002605122283596174,0.921063122923588
16169M,WRAP DAISY CARPET,277.2,660,25,24,26,0.002604746418312146,0.42
21293,MIRRORED DOVE WALL DECORATION,276.72,116,24,14,25,0.002600236034903814,2.3855172413793104
84926D,LA PALMIERA TILE COASTER,276.53,709,34,25,35,0.0025984506748046817,0.39002820874471084
85049g,CHOCOLATE BOX RIBBONS,276.42,113,51,0,51,0.002597417045273606,2.4461946902654867
23137,ZINC WIRE SWEETHEART LETTER TRAY,275.62,83,23,18,23,0.0025898997395930514,3.320722891566265
21250,SET OF SKULL WALL STICKERS,274.37,95,20,15,20,0.0025781539494671847,2.888105263157895
85186A,EASTER BUNNY GARLAND OF FLOWERS,273.64,567,79,35,80,0.0025712944080336785,0.4826102292768959
22052,VINTAGE CARAVAN GIFT WRAP,273.0,650,27,22,27,0.002565280563489235,0.42
84859A,SILVER DISCO HANDBAG,272.99,129,35,24,36,0.002565186597168228,2.116201550387597
23141,TRIPLE WIRE HOOK PINK HEART,272.91,79,25,18,25,0.0025644348666001727,3.454556962025317
20734,SILVER MINI TAPE MEASURE,271.21999999999997,158,26,0,27,0.002548554558350001,1.7165822784810125
20755,BLUE PAISLEY POCKET BOOK,271.16999999999996,306,62,44,62,0.0025480847267449662,0.8861764705882351
85214,TUB 24 PINK FLOWER PEGS,271.03999999999996,164,58,36,58,0.0025468631645718764,1.652682926829268
23474,WOODLAND SMALL BLUE FELT HEART,270.96,312,37,26,38,0.002546111434003821,0.8684615384615384
85019C,CURIOUS  IMAGES NOTEBOOK SET,270.72,182,11,9,11,0.002543856242299655,1.4874725274725276
20684,STRAWBERRY DREAM CHILDS UMBRELLA,270.56,80,35,30,35,0.002542352781163544,3.382
21815,STAR  T-LIGHT HOLDER,270.22999999999996,158,29,15,30,0.0025392518925703147,1.7103164556962023
21275,ZINC TOP  2 DOOR WOODEN SHELF,270.08,13,12,9,12,0.002537842397755211,20.775384615384613
35001W,HAND OPEN SHAPE DECO.WHITE,270.02000000000004,92,5,5,5,0.00253727859982917,2.9350000000000005
22512,DOORSTOP RACING CAR DESIGN,269.71,122,37,28,37,0.0025343656438779542,2.210737704918033
85186C,BUNNY EGG GARLAND,269.17,528,78,32,79,0.0025292914625435806,0.5097916666666666
21785,RAIN PONCHO,268.76,411,5,3,5,0.002525438843382296,0.6539172749391727
21644,ASSORTED TUTTI FRUTTI HEART BOX,268.75,215,32,29,34,0.002525344877061289,1.25
21332,MOROCCAN BEATEN METAL MIRROR,268.1,19,13,8,13,0.002519237066195839,14.110526315789475
17013D,ORIGAMI ROSE INCENSE IN TUBE,267.82,535,13,10,13,0.0025166060092076444,0.5005981308411215
21445,12 PINK ROSE PEG PLACE SETTINGS,267.5,214,21,17,21,0.002513599086935423,1.25
85230E,STRAWBRY SCENTED VOTIVE CANDLE,267.45,1101,24,17,24,0.0025131292553303877,0.24291553133514984
21265,PINK GOOSE FEATHER TREE 60CM,267.21,131,19,15,19,0.0025108740636262212,2.039770992366412
20771,CHRYSANTHEMUM  JOURNAL,267.13,102,40,21,40,0.002510122333058166,2.6189215686274507
84795b,SUNSET CHECK HAMMOCK,266.78,16,14,0,14,0.0025068335118229234,16.67375
21279,VINTAGE KITCHEN PRINT FRUITS,266.15,85,29,12,29,0.0025009136335994867,3.131176470588235
20699,MOUSEY LONG LEGS SOFT TOY,266.03,97,41,11,41,0.0024997860377474032,2.7425773195876286
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,265.77,305,67,9,67,0.002497342913401223,0.8713770491803278
90160A,PURPLE BOUDICCA LARGE BRACELET,264.94,38,15,10,15,0.002489543708757648,6.972105263157895
23476,WOODLAND LARGE RED FELT HEART,264.72,205,22,18,22,0.002487476449695496,1.2913170731707317
90160D,PINK BOUDICCA LARGE BRACELET,264.7,38,12,9,12,0.0024872885170534815,6.96578947368421
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,264.46999999999997,92,26,6,26,0.002485127291670322,2.8746739130434777
85124B,BLUE JUICY FRUIT PHOTO FRAME,264.06,93,39,23,39,0.002481274672509038,2.8393548387096774
22889,NUMBER TILE VINTAGE FONT No,263.8,169,33,6,33,0.002478831548162858,1.5609467455621302
18098c,PORCELAIN BUTTERFLY OIL BURNER,263.12,52,12,0,12,0.0024724418383343864,5.0600000000000005
85124C,GREEN JUICY FRUIT PHOTO FRAME,261.89,94,39,23,39,0.002460883980850534,2.786063829787234
84858C,PINK RIVIERA HANDBAG,261.68,186,6,4,6,0.0024589106881093884,1.4068817204301076
79337,BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,10,9,10,0.002442748480896196,0.4036645962732919
72800C,4 PINK DINNER CANDLE SILVER FLOCK,259.71999999999997,130,35,26,35,0.0024404932891920294,1.9978461538461536
21324,HANGING MEDINA LANTERN SMALL,259.67,81,28,20,28,0.002440023457586995,3.2058024691358025
20997,ROSE DU SUD CUSHION COVER,257.61,59,34,4,34,0.0024206663954595676,4.366271186440678
35915B,BLUE KNITTED HEN,257.21999999999997,220,50,14,50,0.0024170017089402964,1.169181818181818
85230G,ORANGE VOTIVE CANDLE,257.03999999999996,1032,25,20,25,0.002415310315162172,0.24906976744186043
21458,2 PICTURE BOOK EGGS EASTER BUNNY,256.54,182,36,18,36,0.002410611999111826,1.4095604395604397
78124,MAGAZINE RACK GEBRA ASSORTED,256.5,198,18,16,18,0.002410236133827798,1.2954545454545454
21427,SKULLS STORAGE BOX SMALL,256.44,96,41,21,41,0.0024096723359017564,2.67125
16012,FOOD/DRINK SPONGE STICKERS,256.2,1220,35,33,36,0.00240741714419759,0.21
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,255.0,144,12,7,13,0.002396141185676758,1.7708333333333333
21269,ANTIQUE CREAM CUTLERY SHELF,254.98000000000002,29,19,17,19,0.0023959532530347443,8.79241379310345
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,253.53000000000003,79,22,13,23,0.0023823281364887395,3.2092405063291145
48173c,DOORMAT BLACK FLOCK,252.95000000000002,15,7,0,7,0.002376878089870337,16.863333333333333
90201B,BLACK ENAMEL FLOWER RING,252.9,86,23,9,23,0.0023764082582653024,2.9406976744186046
